original,duplicate,label
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_39.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_74.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_35.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_75.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_13.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_77.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_9.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_8.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_32.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_80.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_36.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_81.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\5_13.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_82.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_30.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_85.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_19.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_87.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_3.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_91.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\3_15.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_92.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\2_4.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_93.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\4_10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_94.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\0_10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_97.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_310.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_0.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_202.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_10.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_239.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_11.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_48.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_12.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_150.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_14.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_6.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_15.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_40.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_18.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_179.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_19.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_327.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_20.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_185.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_23.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_57.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_24.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_330.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_25.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_136.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_26.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_95.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_29.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_2.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_3.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_3.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_33.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_90.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_37.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_319.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_38.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_335.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_39.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_167.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_4.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_125.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_41.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_19.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_42.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_301.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_43.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_32.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_44.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_258.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_45.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_214.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_46.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_145.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_47.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_48.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_53.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_49.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_279.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_5.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_147.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_50.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_254.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_51.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_277.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_52.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_115.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_6.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_154.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_7.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_157.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_8.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\6_5.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\7_9.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-53.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-simplex-57.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-27.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-10.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-27.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-11.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-36.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-18.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-37.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-19.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-37.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-20.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-40.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-24.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-45.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-25.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-50.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-27.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-20.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-8.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-20.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-type-1-recurrent-9.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-101.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-102.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-82.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-83.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-simplex-56.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-87.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-91.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-98.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-common-35.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-common-36.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-cryotherapy-1.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-cryotherapy-8.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-12WartNitrogen4.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-cryotherapy-9.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-11.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-29.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-32.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-34.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-35.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-common-51.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-47.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-common-54.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-49.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-common-54.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-50.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-immunocompromised-9.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-oral-7.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-digitate-21.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-oral-8.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-immunocompromised-11.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-oral-9.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-plantar-109.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-plantar-110.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-periungual-6.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-plantar-90.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-12WartAldara.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-plantar-91.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-immunocompromised-9.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-treatment-3.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-plantar-116.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-12PeriungualWart.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-digitate-15.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-12wartCommon0403061.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-97.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-simplex-55.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-40.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-simplex-58.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-cutaneous-52.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-simplex-59.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-mouth-11.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-type-1-recurrent-7.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-herpes-zoster-100.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-herpes-zoster-99.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-varicella-11.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-varicella-12.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-48.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-common-53.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-cryotherapy-10.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-cryotherapy-7.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-digitate-3.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-digitate-22.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\t-warts-flat-13.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-flat-39.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-plantar-70.jpg,data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\v-warts-plantar-71.jpg,10. Warts Molluscum and other Viral Infections - 2103
data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_6696536.jpg,data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_6856100.jpg,2. Melanoma 15.75k
data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_7146294.jpg,data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_7311305.jpg,2. Melanoma 15.75k
data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_7384382.jpg,data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_7486963.jpg,2. Melanoma 15.75k
data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_6689310.jpg,data\raw\dataset2\IMG_CLASSES\2. Melanoma 15.75k\ISIC_7528783.jpg,2. Melanoma 15.75k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\1_49.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\1_51.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\137_6_28.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_105.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\122_6_14.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_112.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\118_6_11.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_118.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\134_6_26.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_136.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\133_6_25.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_149.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\136_6_29.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_156.jpg,3. Atopic Dermatitis - 1.25k
data\raw\dataset2\IMG_CLASSES\10. Warts Molluscum and other Viral Infections - 2103\202_0_2.jpg,data\raw\dataset2\IMG_CLASSES\3. Atopic Dermatitis - 1.25k\6_159.jpg,3. Atopic Dermatitis - 1.25k
